"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","lipid storage","GO:0019915","0.31886143579036175","0.4963980026642161","68","967","7","16307","LDAF1,C3,PLIN3,PPARA,EHD1,ITGAV,LPL"
"GO:BP","morphogenesis of embryonic epithelium","GO:0016331","0.31886143579036175","0.4963980026642161","55","967","6","16307","TGFB2,PLXNB2,COBL,WNT7B,WNT5A,FOLR1"
"GO:BP","response to tumor necrosis factor","GO:0034612","0.31886143579036175","0.4963980026642161","177","967","15","16307","XIAP,HYAL1,CYLD,TNFRSF1A,ZFP36L1,PTK2B,CDIP1,GAS6,OTULIN,STAT1,GSTP1,TNFAIP3,GSDME,ASAH1,SMPD1"
"GO:BP","vesicle tethering involved in exocytosis","GO:0090522","0.31886143579036175","0.4963980026642161","9","967","2","16307","EXOC4,EXOC6B"
"GO:BP","macrophage apoptotic process","GO:0071888","0.31886143579036175","0.4963980026642161","10","967","2","16307","IRF7,CTSL"
"GO:BP","hexose transmembrane transport","GO:0008645","0.31886143579036175","0.4963980026642161","80","967","8","16307","PRKAG2,ZDHHC7,CREBL2,C3,SORT1,INSR,SLC2A3,IRS2"
"GO:BP","nucleobase-containing small molecule catabolic process","GO:0034656","0.31886143579036175","0.4963980026642161","19","967","3","16307","ENTPD7,CDA,UPP1"
"GO:BP","synaptic vesicle membrane organization","GO:0048499","0.31886143579036175","0.4963980026642161","19","967","3","16307","STX11,STX3,SNAP25"
"GO:BP","long-term memory","GO:0007616","0.31886143579036175","0.4963980026642161","20","967","3","16307","CAMK2N1,LDLR,SGK1"
"GO:BP","glycerol ether metabolic process","GO:0006662","0.31886143579036175","0.4963980026642161","19","967","3","16307","PEDS1,NCEH1,PLAAT3"
"GO:BP","circadian rhythm","GO:0007623","0.31886143579036175","0.4963980026642161","164","967","14","16307","PRKAA2,LGR4,GPR176,GSK3B,USP9X,PPARGC1A,ID3,PPARA,GFPT1,KLF9,RELB,NPAS2,PASD1,ASS1"
"GO:BP","trabecula formation","GO:0060343","0.31886143579036175","0.4963980026642161","9","967","2","16307","TGFBR3,FBN2"
"GO:BP","negative regulation of receptor signaling pathway via STAT","GO:1904893","0.31886143579036175","0.4963980026642161","20","967","3","16307","LEPROT,PARP14,BCL3"
"GO:BP","positive regulation of transmembrane transport","GO:0034764","0.31886143579036175","0.4963980026642161","178","967","15","16307","ANO6,ATP1B3,CACNA2D1,CREBL2,PDZK1,C3,SLC26A6,ATP1B1,ACSL1,CTSS,GLRX,INSR,IRS2,CHP1,ITGB1"
"GO:BP","positive regulation of stem cell differentiation","GO:2000738","0.31886143579036175","0.4963980026642161","19","967","3","16307","TGFB2,MTCH2,LTBP3"
"GO:BP","aldehyde catabolic process","GO:0046185","0.31886143579036175","0.4963980026642161","10","967","2","16307","ALDH2,ALDH3B1"
"GO:BP","regulation of blood pressure","GO:0008217","0.31886143579036175","0.4963980026642161","122","967","11","16307","AGTRAP,NPR1,DDAH1,GAS6,ADM,ANPEP,ATP6AP2,CTSZ,ECE1,SGK1,PTGS1"
"GO:BP","muscle adaptation","GO:0043500","0.31886143579036175","0.4963980026642161","54","967","6","16307","HMOX1,ATP2B4,FBXO32,MTPN,IL6ST,GSN"
"GO:BP","regulation of type B pancreatic cell development","GO:2000074","0.31886143579036175","0.4963980026642161","9","967","2","16307","RHEB,GSK3B"
"GO:BP","substrate-dependent cell migration","GO:0006929","0.31886143579036175","0.4963980026642161","19","967","3","16307","ITGA2,SDCBP,FBLN1"
"GO:BP","positive regulation of CD8-positive, alpha-beta T cell activation","GO:2001187","0.31886143579036175","0.4963980026642161","9","967","2","16307","HLA-A,HLA-E"
"GO:BP","melanosome assembly","GO:1903232","0.31886143579036175","0.4963980026642161","20","967","3","16307","AP1S1,AP3S1,AP1S3"
"GO:BP","inflammatory response to wounding","GO:0090594","0.31886143579036175","0.4963980026642161","10","967","2","16307","HMOX1,GRN"
"GO:BP","NAD biosynthesis via nicotinamide riboside salvage pathway","GO:0034356","0.31886143579036175","0.4963980026642161","10","967","2","16307","PARP9,PARP10"
"GO:BP","sensory organ morphogenesis","GO:0090596","0.31886143579036175","0.4963980026642161","119","967","11","16307","GLI3,PAX6,OBSL1,WNT9A,SDK1,EPHA2,WNT5A,STAT3,FBN2,FBN1,COL5A1"
"GO:BP","negative regulation of protein catabolic process","GO:0042177","0.31886143579036175","0.4963980026642161","92","967","9","16307","USP9X,TIMP1,SDCBP,EGFR,RILP,NQO1,TIMP2,CTSA,TIMP3"
"GO:BP","endochondral ossification","GO:0001958","0.31886143579036175","0.4963980026642161","10","967","2","16307","FGFR3,CSGALNACT1"
"GO:BP","positive regulation of cytokine production involved in immune response","GO:0002720","0.31886143579036175","0.4963980026642161","54","967","6","16307","HLA-A,PRKCZ,HLA-E,GPRC5B,WNT5A,CD55"
"GO:BP","positive regulation of actin filament polymerization","GO:0030838","0.31886143579036175","0.4963980026642161","42","967","5","16307","WASHC2C,BIN1,PTK2B,EVL,CDC42EP2"
"GO:BP","modulation by host of viral process","GO:0044788","0.31886143579036175","0.4963980026642161","42","967","5","16307","TBC1D20,ZDHHC9,PSMC3,PC,IGF2R"
"GO:BP","syncytium formation","GO:0006949","0.31886143579036175","0.4963980026642161","43","967","5","16307","DOCK5,SH3PXD2A,EHD1,PTGFRN,ITGB1"
"GO:BP","protein-lipid complex subunit organization","GO:0071825","0.31886143579036175","0.4963980026642161","43","967","5","16307","BIN1,ABCA7,ACSL3,ABCA5,LPL"
"GO:BP","actin filament reorganization","GO:0090527","0.31886143579036175","0.4963980026642161","10","967","2","16307","NEDD9,GSN"
"GO:BP","positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","GO:1903589","0.31886143579036175","0.4963980026642161","9","967","2","16307","HMOX1,GATA2"
"GO:BP","neural tube development","GO:0021915","0.31886143579036175","0.4963980026642161","55","967","6","16307","TGFB2,PLXNB2,GPR161,COBL,ATP6AP2,FOLR1"
"GO:BP","embryonic digestive tract development","GO:0048566","0.31886143579036175","0.4963980026642161","20","967","3","16307","TGFB2,GLI3,FOXF1"
"GO:BP","positive regulation of ATP biosynthetic process","GO:2001171","0.31886143579036175","0.4963980026642161","9","967","2","16307","PPARGC1A,PPARA"
"GO:BP","response to fluid shear stress","GO:0034405","0.31886143579036175","0.4963980026642161","20","967","3","16307","KLF4,CITED2,ASS1"
"GO:BP","replacement ossification","GO:0036075","0.31886143579036175","0.4963980026642161","10","967","2","16307","FGFR3,CSGALNACT1"
"GO:BP","aorta morphogenesis","GO:0035909","0.31886143579036175","0.4963980026642161","20","967","3","16307","TGFB2,LRP1,MYLK"
"GO:BP","innervation","GO:0060384","0.31886143579036175","0.4963980026642161","9","967","2","16307","SULF2,NPTX1"
"GO:BP","neuron remodeling","GO:0016322","0.31886143579036175","0.4963980026642161","10","967","2","16307","C3,APP"
"GO:BP","positive regulation of macrophage cytokine production","GO:0060907","0.31886143579036175","0.4963980026642161","9","967","2","16307","GPRC5B,WNT5A"
"GO:BP","positive regulation of chromatin binding","GO:0035563","0.31886143579036175","0.4963980026642161","9","967","2","16307","PARP9,DTX3L"
"GO:BP","embryonic eye morphogenesis","GO:0048048","0.31886143579036175","0.4963980026642161","20","967","3","16307","WNT5A,FBN2,FBN1"
"GO:BP","regulation of translation in response to endoplasmic reticulum stress","GO:0036490","0.31886143579036175","0.4963980026642161","10","967","2","16307","EIF2AK3,PPP1R15B"
"GO:BP","negative regulation of receptor binding","GO:1900121","0.31886143579036175","0.4963980026642161","10","967","2","16307","PTPRF,ATP2A2"
"GO:BP","glycerophospholipid catabolic process","GO:0046475","0.31886143579036175","0.4963980026642161","30","967","4","16307","PNPLA8,PLA2G15,ABHD12,LDLR"
"GO:BP","negative regulation of fibroblast proliferation","GO:0048147","0.31886143579036175","0.4963980026642161","19","967","3","16307","FTH1,PARP10,GSTP1"
"GO:BP","Golgi vesicle budding","GO:0048194","0.31886143579036175","0.4963980026642161","9","967","2","16307","GOLPH3,TMED9"
"GO:BP","regulation of potassium ion transport","GO:0043266","0.31886143579036175","0.4963980026642161","80","967","8","16307","ANO6,ATP1B3,BIN1,CACNA1D,PTK2B,ATP1B1,CD63,ITGB1"
"GO:BP","positive regulation of organelle assembly","GO:1902117","0.31886143579036175","0.4963980026642161","68","967","7","16307","WIPI1,GSK3B,SDCBP,WDR45,ELAPOR1,ATG2A,SDC4"
"GO:BP","negative regulation of nitric oxide metabolic process","GO:1904406","0.31886143579036175","0.4963980026642161","9","967","2","16307","ATP2B4,SIRPA"
"GO:BP","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","GO:0090100","0.31886143579036175","0.4963980026642161","95","967","9","16307","TGFB2,CITED2,BMP2,SDCBP,RBPMS,CDKN1C,CCN1,DAB2,GDF15"
"GO:BP","positive regulation of receptor recycling","GO:0001921","0.31886143579036175","0.4963980026642161","10","967","2","16307","VAMP3,ECE1"
"GO:BP","regulation of peptidyl-lysine acetylation","GO:2000756","0.31886143579036175","0.4963980026642161","56","967","6","16307","PRKAA2,ERCC6,PPARGC1A,AUTS2,WBP2,MUC1"
"GO:BP","L-glutamate import","GO:0051938","0.31886143579036175","0.4963980026642161","19","967","3","16307","SLC25A13,ARL6IP5,ITGB1"
"GO:BP","cardiac chamber morphogenesis","GO:0003206","0.31886143579036175","0.4963980026642161","81","967","8","16307","TGFB2,CITED2,BMP2,PARVA,TGFBR3,NRP2,ADPRHL1,FOXF1"
"GO:BP","nucleotide phosphorylation","GO:0046939","0.31886143579036175","0.4963980026642161","82","967","8","16307","PRKAG2,PRKAA2,APP,HK2,PPARA,PFKFB2,FOXK1,INSR"
"GO:BP","angiotensin maturation","GO:0002003","0.31886143579036175","0.4963980026642161","9","967","2","16307","ATP6AP2,CTSZ"
"GO:BP","forebrain neuron development","GO:0021884","0.31886143579036175","0.4963980026642161","10","967","2","16307","PLXNA3,RAPGEF2"
"GO:BP","regulation of leukocyte apoptotic process","GO:2000106","0.31886143579036175","0.4963980026642161","56","967","6","16307","FNIP1,GAS6,IRF7,RAPGEF2,LGALS3,IRS2"
"GO:BP","positive regulation of vascular associated smooth muscle cell migration","GO:1904754","0.31886143579036175","0.4963980026642161","9","967","2","16307","ADAMTS1,DOCK5"
"GO:BP","cell-cell fusion","GO:0140253","0.31886143579036175","0.4963980026642161","42","967","5","16307","DOCK5,SH3PXD2A,EHD1,PTGFRN,ITGB1"
"GO:BP","positive regulation of lymphocyte chemotaxis","GO:0140131","0.31886143579036175","0.4963980026642161","19","967","3","16307","PTK2B,NEDD9,WNT5A"
"GO:BP","nicotinamide nucleotide metabolic process","GO:0046496","0.31886143579036175","0.4963980026642161","69","967","7","16307","PGD,TALDO1,PARP9,PARP10,IDH1,PC,NNT"
"GO:BP","ether lipid metabolic process","GO:0046485","0.31886143579036175","0.4963980026642161","19","967","3","16307","PEDS1,NCEH1,PLAAT3"
"GO:BP","negative regulation of nitric oxide biosynthetic process","GO:0045019","0.31886143579036175","0.4963980026642161","9","967","2","16307","ATP2B4,SIRPA"
"GO:BP","positive regulation of cell-cell adhesion mediated by cadherin","GO:2000049","0.31886143579036175","0.4963980026642161","9","967","2","16307","AFDN,PTPRU"
"GO:BP","nerve growth factor signaling pathway","GO:0038180","0.31886143579036175","0.4963980026642161","10","967","2","16307","RAPGEF1,RAPGEF2"
"GO:BP","negative regulation of cell killing","GO:0031342","0.31886143579036175","0.4963980026642161","20","967","3","16307","HLA-A,HLA-E,HLA-B"
"GO:BP","NADH regeneration","GO:0006735","0.31886143579036175","0.4963980026642161","10","967","2","16307","HK2,FOXK1"
"GO:BP","regulation of alpha-beta T cell proliferation","GO:0046640","0.31886143579036175","0.4963980026642161","30","967","4","16307","HLA-A,HLA-E,VSIR,CD55"
"GO:BP","adult heart development","GO:0007512","0.31886143579036175","0.4963980026642161","9","967","2","16307","SCUBE1,MEF2D"
"GO:BP","modified amino acid transport","GO:0072337","0.31886143579036175","0.4963980026642161","30","967","4","16307","SLC22A5,SLC25A20,PDZK1,FOLR1"
"GO:BP","C21-steroid hormone biosynthetic process","GO:0006700","0.31886143579036175","0.4963980026642161","19","967","3","16307","BMP2,ADM,AKR1B1"
"GO:BP","peroxisome fission","GO:0016559","0.31886143579036175","0.4963980026642161","10","967","2","16307","ACOX1,MFF"
"GO:BP","glomerular epithelial cell development","GO:0072310","0.31886143579036175","0.4963980026642161","9","967","2","16307","PODXL,MYO1E"
"GO:BP","ureter development","GO:0072189","0.31886143579036175","0.4963980026642161","9","967","2","16307","SOX17,FOXF1"
"GO:BP","regulation of protein catabolic process in the vacuole","GO:1904350","0.31886143579036175","0.4963980026642161","10","967","2","16307","LRP1,LDLR"
"GO:BP","regulation of peroxisome proliferator activated receptor signaling pathway","GO:0035358","0.31886143579036175","0.4963980026642161","10","967","2","16307","CITED2,BMP2"
"GO:BP","response to amino acid","GO:0043200","0.31886143579036175","0.4963980026642161","42","967","5","16307","CAPN2,TMBIM6,SESN1,MEAK7,CPEB4"
"GO:BP","ventricular system development","GO:0021591","0.31886143579036175","0.4963980026642161","9","967","2","16307","RAPGEF2,CDK6"
"GO:BP","regulation of hydrogen peroxide-induced cell death","GO:1903205","0.31886143579036175","0.4963980026642161","19","967","3","16307","GPR37,TXN,STK26"
"GO:BP","regulation of cardiocyte differentiation","GO:1905207","0.31886143579036175","0.4963980026642161","20","967","3","16307","TGFB2,BMP2,EGFR"
"GO:BP","linoleic acid metabolic process","GO:0043651","0.31886143579036175","0.4963980026642161","20","967","3","16307","PNPLA8,ELOVL1,GSTP1"
"GO:BP","elastic fiber assembly","GO:0048251","0.31886143579036175","0.4963980026642161","9","967","2","16307","TNXB,LTBP3"
"GO:BP","Fc-gamma receptor signaling pathway","GO:0038094","0.31886143579036175","0.4963980026642161","30","967","4","16307","CD47,LIMK1,VAV2,PTPRJ"
"GO:BP","pallium development","GO:0021543","0.31886143579036175","0.4963980026642161","66","967","7","16307","TACC1,PLXNA3,TRAPPC9,GSK3B,LAMB1,CELF1,CDK6"
"GO:BP","alpha-beta T cell proliferation","GO:0046633","0.31886143579036175","0.4963980026642161","31","967","4","16307","HLA-A,HLA-E,VSIR,CD55"
"GO:BP","regulation of protein acetylation","GO:1901983","0.31886143579036175","0.4963980026642161","69","967","7","16307","PRKAA2,ERCC6,GSK3B,PPARGC1A,AUTS2,WBP2,MUC1"
"GO:BP","macrophage chemotaxis","GO:0048246","0.31886143579036175","0.4963980026642161","31","967","4","16307","PTK2B,LGALS3,MTUS1,CSF1"
"GO:BP","positive regulation of protein localization to nucleus","GO:1900182","0.31886143579036175","0.4963980026642161","66","967","7","16307","JUP,EIF2AK3,WWTR1,PARP9,SMAD3,DTX3L,TFRC"
"GO:BP","hair follicle development","GO:0001942","0.31886143579036175","0.4963980026642161","31","967","4","16307","FST,TGFB2,KRT17,PDGFA"
"GO:BP","cornea development in camera-type eye","GO:0061303","0.31886143579036175","0.4963980026642161","9","967","2","16307","PAX6,WNT9A"
"GO:BP","positive regulation of natural killer cell activation","GO:0032816","0.31886143579036175","0.4963980026642161","19","967","3","16307","GAS6,HLA-E,LAMP1"
"GO:BP","regulation of plasma membrane bounded cell projection assembly","GO:0120032","0.31886143579036175","0.4963980026642161","165","967","14","16307","WASF2,CYLD,PLD1,EPS8L2,CYFIP1,GSK3B,WASL,EVL,AUTS2,CDC42EP2,EPS8,EPHA2,PODXL,AGRN"
"GO:BP","regulation of ER to Golgi vesicle-mediated transport","GO:0060628","0.31886143579036175","0.4963980026642161","10","967","2","16307","TBC1D20,YIPF5"
"GO:BP","fibroblast apoptotic process","GO:0044346","0.31886143579036175","0.4963980026642161","10","967","2","16307","GAS6,STK17A"
"GO:BP","intestinal lipid absorption","GO:0098856","0.31886143579036175","0.4963980026642161","19","967","3","16307","NPC1,LIMA1,LDLR"
"GO:BP","long-chain fatty acid import across plasma membrane","GO:0015911","0.31886143579036175","0.4963980026642161","10","967","2","16307","ACSL1,IRS2"
"GO:BP","proton motive force-driven mitochondrial ATP synthesis","GO:0042776","0.31886143579036175","0.4963980026642161","67","967","7","16307","MT-ATP6,NDUFS3,MT-ND1,MT-ND4,MT-ND2,MT-ND5,MT-ND6"
"GO:BP","negative regulation of intrinsic apoptotic signaling pathway","GO:2001243","0.31886143579036175","0.4963980026642161","79","967","8","16307","MDM2,TMBIM6,NDUFS3,ACKR3,CD44,MUC1,PTTG1IP,CLU"
"GO:BP","regulation of monooxygenase activity","GO:0032768","0.31886143579036175","0.4963980026642161","43","967","5","16307","POR,HM13,DDAH1,EGFR,ATP2B4"
"GO:BP","positive regulation of leukocyte chemotaxis","GO:0002690","0.31886143579036175","0.4963980026642161","82","967","8","16307","ANO6,PTK2B,GAS6,CALR,NEDD9,WNT5A,CSF1,SERPINE1"
"GO:BP","positive regulation of mesenchymal cell proliferation","GO:0002053","0.31886143579036175","0.4963980026642161","10","967","2","16307","STAT1,PDGFA"
"GO:BP","acetyl-CoA biosynthetic process from pyruvate","GO:0006086","0.31886143579036175","0.4963980026642161","10","967","2","16307","DLD,PDK4"
"GO:BP","virion attachment to host cell","GO:0019062","0.31886143579036175","0.4963980026642161","10","967","2","16307","GAS6,ICAM1"
"GO:BP","L-glutamate import across plasma membrane","GO:0098712","0.31886143579036175","0.4963980026642161","10","967","2","16307","ARL6IP5,ITGB1"
"GO:BP","actin filament-based transport","GO:0099515","0.31886143579036175","0.4963980026642161","20","967","3","16307","MYO5A,WASL,MYO1E"
"GO:BP","extracellular matrix constituent secretion","GO:0070278","0.31886143579036175","0.4963980026642161","9","967","2","16307","TNFRSF1A,BMP2"
"GO:BP","positive regulation of sequestering of triglyceride","GO:0010890","0.31886143579036175","0.4963980026642161","9","967","2","16307","PLIN3,LPL"
"GO:BP","hyaluronan metabolic process","GO:0030212","0.31886143579036175","0.4963980026642161","20","967","3","16307","HYAL1,CD44,CEMIP2"
"GO:BP","regulation of dendritic cell apoptotic process","GO:2000668","0.31886143579036175","0.4963980026642161","10","967","2","16307","GAS6,RAPGEF2"
"GO:BP","apoptotic process involved in morphogenesis","GO:0060561","0.31886143579036175","0.4963980026642161","9","967","2","16307","TGFB2,TNFRSF1A"
"GO:BP","regulation of polysaccharide biosynthetic process","GO:0032885","0.31886143579036175","0.4963980026642161","31","967","4","16307","GSK3B,PPP1R3F,INSR,IRS2"
"GO:BP","peptidyl-proline hydroxylation to 4-hydroxy-L-proline","GO:0018401","0.31886143579036175","0.4963980026642161","9","967","2","16307","P4HB,P4HA2"
"GO:BP","positive regulation of plasma membrane bounded cell projection assembly","GO:0120034","0.31886143579036175","0.4963980026642161","95","967","9","16307","WASF2,EPS8L2,CYFIP1,GSK3B,WASL,AUTS2,CDC42EP2,EPS8,AGRN"
"GO:BP","chondrocyte development","GO:0002063","0.31886143579036175","0.4963980026642161","10","967","2","16307","EIF2AK3,SULF2"
"GO:BP","nucleotide-sugar biosynthetic process","GO:0009226","0.31886143579036175","0.4963980026642161","19","967","3","16307","GFPT1,UAP1L1,GFPT2"
"GO:BP","fructose metabolic process","GO:0006000","0.31886143579036175","0.4963980026642161","10","967","2","16307","PFKFB2,AKR1B1"
"GO:BP","regulation of PERK-mediated unfolded protein response","GO:1903897","0.31886143579036175","0.4963980026642161","10","967","2","16307","ABCA7,PPP1R15B"
"GO:BP","glucose catabolic process to pyruvate","GO:0061718","0.31886143579036175","0.4963980026642161","10","967","2","16307","HK2,FOXK1"
"GO:BP","regulation of protein complex stability","GO:0061635","0.31886143579036175","0.4963980026642161","10","967","2","16307","SQSTM1,TAPBP"
"GO:BP","canonical glycolysis","GO:0061621","0.31886143579036175","0.4963980026642161","10","967","2","16307","HK2,FOXK1"
"GO:BP","regulation of receptor catabolic process","GO:2000644","0.31886143579036175","0.4963980026642161","10","967","2","16307","ABCA2,DTX3L"
"GO:BP","regulation of endothelial cell proliferation","GO:0001936","0.31886143579036175","0.4963980026642161","121","967","11","16307","HMOX1,CDH13,BMP2,PDCD6,ECM1,STAT1,COL4A3,GATA2,NRP2,SEMA5A,WNT5A"
"GO:BP","endothelial cell proliferation","GO:0001935","0.31886143579036175","0.4963980026642161","134","967","12","16307","HMOX1,CDH13,BMP2,PDCD6,ECM1,STAT1,COL4A3,GATA2,NRP2,SEMA5A,WNT5A,LOXL2"
"GO:BP","polyol transmembrane transport","GO:0015791","0.31886143579036175","0.4963980026642161","10","967","2","16307","AQP3,SLC26A6"
"GO:BP","basic amino acid transport","GO:0015802","0.31886143579036175","0.4963980026642161","10","967","2","16307","SLC25A29,SLC7A2"
"GO:BP","regulation of microvillus organization","GO:0032530","0.31886143579036175","0.4963980026642161","9","967","2","16307","PLD1,PODXL"
"GO:BP","positive regulation of phosphoprotein phosphatase activity","GO:0032516","0.31886143579036175","0.4963980026642161","19","967","3","16307","ITGA1,GNA12,PPP1R15B"
"GO:BP","positive regulation of acute inflammatory response","GO:0002675","0.31886143579036175","0.4963980026642161","20","967","3","16307","HLA-E,IL6ST,OSMR"
"GO:BP","leukocyte adhesion to vascular endothelial cell","GO:0061756","0.31886143579036175","0.4963980026642161","42","967","5","16307","KLF4,SLC39A8,GOLPH3,ITGB1,PODXL2"
"GO:BP","regulation of cardiac muscle cell action potential","GO:0098901","0.31886143579036175","0.4963980026642161","30","967","4","16307","JUP,BIN1,ATP2A2,HCN2"
"GO:BP","sodium ion homeostasis","GO:0055078","0.31886143579036175","0.4963980026642161","31","967","4","16307","ATP1B3,ATP1A1,NPR1,ATP1B1"
"GO:BP","positive regulation of protein targeting to mitochondrion","GO:1903955","0.31886143579036175","0.4963980026642161","30","967","4","16307","LEPROT,ATG13,ABLIM3,RHOU"
"GO:BP","positive regulation of vasculogenesis","GO:2001214","0.31886143579036175","0.4963980026642161","10","967","2","16307","RRAS,RAPGEF2"
"GO:BP","positive regulation of response to wounding","GO:1903036","0.31886143579036175","0.4963980026642161","55","967","6","16307","ANO6,CLDN4,MYLK,ITGB1,GRN,SERPINE1"
"GO:BP","intestinal absorption","GO:0050892","0.31886143579036175","0.4963980026642161","30","967","4","16307","SLC26A6,NPC1,LIMA1,LDLR"
"GO:BP","negative regulation of interferon-beta production","GO:0032688","0.31886143579036175","0.4963980026642161","9","967","2","16307","RELB,SIRPA"
"GO:BP","positive regulation of monocyte differentiation","GO:0045657","0.31886143579036175","0.4963980026642161","10","967","2","16307","ZFP36L1,CSF1"
"GO:BP","negative regulation of transforming growth factor beta receptor signaling pathway","GO:0030512","0.31886143579036175","0.4963980026642161","81","967","8","16307","SMURF1,BMP2,SNX25,PPARA,LTBP1,VASN,FBN2,FBN1"
"GO:BP","autophagosome-lysosome fusion","GO:0061909","0.31886143579036175","0.4963980026642161","9","967","2","16307","ARL8B,TOM1"
"GO:BP","skin development","GO:0043588","0.31886143579036175","0.4963980026642161","162","967","14","16307","FST,TGFB2,AQP3,ITGB4,ZFP36L1,KRT17,ST14,ERRFI1,CLDN4,PDGFA,EPHA2,WNT5A,ASAH1,COL5A1"
"GO:BP","heart valve development","GO:0003170","0.31886143579036175","0.4963980026642161","56","967","6","16307","TGFB2,TNFRSF1A,BMP2,EFNA1,PDE2A,OLFM1"
"GO:BP","regulation of sodium ion transport","GO:0002028","0.31886143579036175","0.4963980026642161","69","967","7","16307","ATP1B3,ATP1A1,ATP1B1,ATP2B4,GLRX,UTRN,CHP1"
"GO:BP","cellular response to tumor necrosis factor","GO:0071356","0.31886143579036175","0.4963980026642161","162","967","14","16307","XIAP,HYAL1,CYLD,TNFRSF1A,ZFP36L1,PTK2B,CDIP1,GAS6,OTULIN,STAT1,GSTP1,TNFAIP3,GSDME,ASAH1"
"GO:BP","cellular response to type II interferon","GO:0071346","0.31886143579036175","0.4963980026642161","80","967","8","16307","CD47,SLC26A6,PARP14,PARP9,STAT1,SIRPA,WNT5A,JAK1"
"GO:BP","negative regulation of retrograde protein transport, ER to cytosol","GO:1904153","0.31886143579036175","0.4963980026642161","9","967","2","16307","YOD1,ERLEC1"
"GO:BP","osteoclast development","GO:0036035","0.31886143579036175","0.4963980026642161","10","967","2","16307","ATP6AP1,FBN1"
"GO:BP","negative regulation of membrane potential","GO:0045837","0.31886143579036175","0.4963980026642161","9","967","2","16307","ARL6IP5,PMAIP1"
"GO:BP","angiogenesis involved in wound healing","GO:0060055","0.31886143579036175","0.4963980026642161","20","967","3","16307","GATA2,TNFAIP3,SERPINE1"
"GO:BP","osteoblast proliferation","GO:0033687","0.31886143579036175","0.4963980026642161","20","967","3","16307","MN1,BMP2,CCN1"
"GO:BP","embryonic body morphogenesis","GO:0010172","0.31886143579036175","0.4963980026642161","9","967","2","16307","DAG1,PHLDB2"
"GO:BP","negative regulation of cell adhesion mediated by integrin","GO:0033629","0.31886143579036175","0.4963980026642161","10","967","2","16307","MUC1,SERPINE1"
"GO:BP","regulation of receptor internalization","GO:0002090","0.31886143579036175","0.4963980026642161","43","967","5","16307","LRPAP1,MKLN1,SDCBP,CD63,INSR"
"GO:BP","modification of synaptic structure","GO:0099563","0.31886143579036175","0.4963980026642161","10","967","2","16307","CYFIP1,SYNPO"
"GO:BP","response to acidic pH","GO:0010447","0.31886143579036175","0.4963980026642161","20","967","3","16307","CTSS,RAB11FIP5,CHP1"
"GO:BP","positive regulation of glycolytic process","GO:0045821","0.31886143579036175","0.4963980026642161","19","967","3","16307","PRKAA2,APP,INSR"
"GO:BP","negative regulation of axon extension involved in axon guidance","GO:0048843","0.31886143579036175","0.4963980026642161","20","967","3","16307","SEMA4B,SEMA5A,SEMA3B"
"GO:BP","arginine catabolic process","GO:0006527","0.31886143579036175","0.4963980026642161","9","967","2","16307","DDAH1,ATP2B4"
"GO:BP","muscle cell development","GO:0055001","0.31886143579036175","0.4963980026642161","119","967","11","16307","NEBL,BIN1,MYL9,ALPK2,OBSL1,TBX3,AKAP13,MYOF,NIBAN2,CSRP2,ADPRHL1"
"GO:BP","response to pH","GO:0009268","0.31886143579036175","0.4963980026642161","30","967","4","16307","HYAL1,CTSS,RAB11FIP5,CHP1"
"GO:BP","dendritic cell apoptotic process","GO:0097048","0.31886143579036175","0.4963980026642161","10","967","2","16307","GAS6,RAPGEF2"
"GO:BP","positive regulation of regulatory T cell differentiation","GO:0045591","0.31886143579036175","0.4963980026642161","20","967","3","16307","DUSP10,VSIR,CD46"
"GO:BP","negative regulation of heterotypic cell-cell adhesion","GO:0034115","0.31886143579036175","0.4963980026642161","10","967","2","16307","KLF4,MBP"
"GO:BP","positive regulation of carbohydrate metabolic process","GO:0045913","0.31886143579036175","0.4963980026642161","54","967","6","16307","PRKAA2,PPARGC1A,APP,PMAIP1,INSR,IRS2"
"GO:BP","regulation of apoptotic cell clearance","GO:2000425","0.31886143579036175","0.4963980026642161","10","967","2","16307","C3,ABCA7"
"GO:BP","axis specification","GO:0009798","0.31886143579036175","0.4963980026642161","55","967","6","16307","WLS,CITED2,TBX3,COBL,BCOR,BASP1"
"GO:BP","azole transmembrane transport","GO:0045117","0.31886143579036175","0.4963980026642161","10","967","2","16307","SLC25A29,SLC19A2"
"GO:BP","carnitine metabolic process","GO:0009437","0.31886143579036175","0.4963980026642161","10","967","2","16307","CROT,CRAT"
"GO:BP","negative regulation of cytosolic calcium ion concentration","GO:0051481","0.31886143579036175","0.4963980026642161","10","967","2","16307","TMBIM6,SMAD3"
"GO:BP","nucleoside diphosphate phosphorylation","GO:0006165","0.31886143579036175","0.4963980026642161","80","967","8","16307","PRKAG2,PRKAA2,APP,HK2,PPARA,PFKFB2,FOXK1,INSR"
"GO:BP","regulation of cell-cell adhesion involved in gastrulation","GO:0070587","0.31886143579036175","0.4963980026642161","10","967","2","16307","KLF4,MBP"
