"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","protein kinase C-activating G protein-coupled receptor signaling pathway","GO:0007205","0.44307321842210745","0.3535245001218731","11","988","2","16307","PRKD3,F2R"
"GO:BP","negative regulation of glycolytic process","GO:0045820","0.44307321842210745","0.3535245001218731","11","988","2","16307","NUPR1,GIT1"
"GO:BP","regulation of histone H4 acetylation","GO:0090239","0.44307321842210745","0.3535245001218731","11","988","2","16307","BRCA1,SMARCB1"
"GO:BP","regulation of synapse maturation","GO:0090128","0.44307321842210745","0.3535245001218731","11","988","2","16307","CDC20,ADGRL1"
"GO:BP","L-serine metabolic process","GO:0006563","0.44307321842210745","0.3535245001218731","11","988","2","16307","PSAT1,SHMT2"
"GO:BP","positive regulation of actin nucleation","GO:0051127","0.44307321842210745","0.3535245001218731","11","988","2","16307","WASF1,BRK1"
"GO:BP","mitochondrial tRNA processing","GO:0090646","0.44307321842210745","0.3535245001218731","11","988","2","16307","ELAC2,RPUSD4"
"GO:BP","positive regulation of non-canonical Wnt signaling pathway","GO:2000052","0.44307321842210745","0.3535245001218731","11","988","2","16307","RSPO3,NKD1"
"GO:BP","positive regulation of protein-containing complex assembly","GO:0031334","0.4445468356676362","0.35208247676243376","168","988","14","16307","RPS3,ABCA3,CDT1,FERMT1,RACK1,SNCA,CDC42EP1,PSRC1,PFN2,MAPT,HSP90AA1,ATM,GIT1,BRK1"
"GO:BP","regulation of viral process","GO:0050792","0.44663926736832255","0.35004309753931184","154","988","13","16307","TOP2A,HMGB1,ILF3,TRIM14,KPNA2,RSF1,DHX9,LY6E,STAU1,PPIH,UBP1,SRPK1,TOP2B"
"GO:BP","positive regulation of canonical Wnt signaling pathway","GO:0090263","0.44864945119234545","0.3480928591607032","85","988","8","16307","PTK7,RUVBL1,COL1A1,AMER1,RPS12,FGFR2,ZBED3,JRK"
"GO:BP","regulation of carbohydrate catabolic process","GO:0043470","0.4524357790909499","0.3444430579301718","46","988","5","16307","PGAM1,MLST8,NUPR1,EIF6,GIT1"
"GO:BP","appendage morphogenesis","GO:0035107","0.4524357790909499","0.3444430579301718","46","988","5","16307","HDAC2,RARG,TWIST1,MBNL1,FGFR2"
"GO:BP","limb morphogenesis","GO:0035108","0.4524357790909499","0.3444430579301718","46","988","5","16307","HDAC2,RARG,TWIST1,MBNL1,FGFR2"
"GO:BP","embryonic epithelial tube formation","GO:0001838","0.4524357790909499","0.3444430579301718","46","988","5","16307","BMP5,KDM2B,STIL,SEMA4C,DEAF1"
"GO:BP","substantia nigra development","GO:0021762","0.4524357790909499","0.3444430579301718","46","988","5","16307","G6PD,CALM1,LDHA,YWHAH,ENO3"
"GO:BP","postsynaptic membrane organization","GO:0001941","0.45410169880149925","0.34284687339360076","22","988","3","16307","MESD,GPHN,LRP4"
"GO:BP","pyridine nucleotide biosynthetic process","GO:0019363","0.45410169880149925","0.34284687339360076","22","988","3","16307","QPRT,KYNU,NNMT"
"GO:BP","central nervous system neuron axonogenesis","GO:0021955","0.45410169880149925","0.34284687339360076","22","988","3","16307","HSP90AB1,PTEN,HSP90AA1"
"GO:BP","regulation of TOR signaling","GO:0032006","0.45410169880149925","0.34284687339360076","99","988","9","16307","DDIT4,FAM83D,SEH1L,DEPTOR,TNFAIP8L1,MLST8,SESN3,ATM,RPS6KA1"
"GO:BP","regulation of mitotic spindle assembly","GO:1901673","0.45410169880149925","0.34284687339360076","22","988","3","16307","PLK1,TPR,HNRNPU"
"GO:BP","nicotinamide nucleotide biosynthetic process","GO:0019359","0.45410169880149925","0.34284687339360076","22","988","3","16307","QPRT,KYNU,NNMT"
"GO:BP","cellular metabolic compound salvage","GO:0043094","0.45410169880149925","0.34284687339360076","22","988","3","16307","APRT,UCK2,MTAP"
"GO:BP","apoptotic nuclear changes","GO:0030262","0.45410169880149925","0.34284687339360076","22","988","3","16307","TOP2A,CDKN2A,ACIN1"
"GO:BP","DNA methylation-dependent heterochromatin formation","GO:0006346","0.45410169880149925","0.34284687339360076","22","988","3","16307","TRIM28,KDM1A,DNMT1"
"GO:BP","RNA 5'-end processing","GO:0000966","0.45410169880149925","0.34284687339360076","22","988","3","16307","POP5,UTP20,RPP40"
"GO:BP","establishment of mitochondrion localization","GO:0051654","0.45410169880149925","0.34284687339360076","22","988","3","16307","MAPT,MYO19,LRPPRC"
"GO:BP","positive regulation of G1/S transition of mitotic cell cycle","GO:1900087","0.4622272806171877","0.3351444260748413","34","988","4","16307","RRM2,STIL,TFDP1,MTBP"
"GO:BP","regulation of proteasomal protein catabolic process","GO:0061136","0.46947038837444255","0.32839179545568864","170","988","14","16307","CDC20,PLK1,HSP90AB1,RACK1,TAF9,UBQLN4,NUPR1,UCHL5,NUDT15,FZR1,USP5,USP14,RPL11,MAP1A"
"GO:BP","response to temperature stimulus","GO:0009266","0.4730583124321174","0.32508532182756267","100","988","9","16307","HSPD1,UCP2,HSP90AB1,TPR,EIF2B1,PSIP1,MAPT,HSP90AA1,ATM"
"GO:BP","monosaccharide metabolic process","GO:0005996","0.4730583124321174","0.32508532182756267","156","988","13","16307","ATF4,SORD,G6PD,NNMT,AKT2,PGP,ENO1,TPI1,SLC25A10,H6PD,BCKDK,PCK2,PTPN2"
"GO:BP","hepatocyte growth factor receptor signaling pathway","GO:0048012","0.4753490991676174","0.3229873247831622","12","988","2","16307","STMN1,PTPN2"
"GO:BP","positive regulation of vitamin D 24-hydroxylase activity","GO:0010980","0.4753490991676174","0.3229873247831622","3","988","1","16307","VDR"
"GO:BP","quinolinate biosynthetic process","GO:0019805","0.4753490991676174","0.3229873247831622","3","988","1","16307","KYNU"
"GO:BP","negative regulation of platelet-derived growth factor receptor-beta signaling pathway","GO:2000587","0.4753490991676174","0.3229873247831622","3","988","1","16307","PTPN2"
"GO:BP","histamine uptake","GO:0051615","0.4753490991676174","0.3229873247831622","3","988","1","16307","SLC29A4"
"GO:BP","regulation of response to reactive oxygen species","GO:1901031","0.4753490991676174","0.3229873247831622","23","988","3","16307","DHFR,RACK1,TRAP1"
"GO:BP","motor neuron apoptotic process","GO:0097049","0.4753490991676174","0.3229873247831622","3","988","1","16307","ZPR1"
"GO:BP","eukaryotic translation initiation factor 4F complex assembly","GO:0097010","0.4753490991676174","0.3229873247831622","3","988","1","16307","EIF4B"
"GO:BP","regulation of lysosomal membrane permeability","GO:0097213","0.4753490991676174","0.3229873247831622","3","988","1","16307","LAPTM4B"
"GO:BP","erythrocyte maturation","GO:0043249","0.4753490991676174","0.3229873247831622","3","988","1","16307","G6PD"
"GO:BP","positive regulation of protein oligomerization","GO:0032461","0.4753490991676174","0.3229873247831622","3","988","1","16307","ABCA3"
"GO:BP","neutrophil clearance","GO:0097350","0.4753490991676174","0.3229873247831622","3","988","1","16307","HMGB1"
"GO:BP","liver development","GO:0001889","0.4753490991676174","0.3229873247831622","47","988","5","16307","AURKA,CEBPG,E2F8,RPS6KA1,PCK2"
"GO:BP","purine nucleobase salvage","GO:0043096","0.4753490991676174","0.3229873247831622","3","988","1","16307","APRT"
"GO:BP","ubiquitin recycling","GO:0010992","0.4753490991676174","0.3229873247831622","12","988","2","16307","UBE2C,UBE2S"
"GO:BP","maternal placenta development","GO:0001893","0.4753490991676174","0.3229873247831622","12","988","2","16307","PARP1,VDR"
"GO:BP","traversing start control point of mitotic cell cycle","GO:0007089","0.4753490991676174","0.3229873247831622","3","988","1","16307","MTBP"
"GO:BP","negative regulation of cellular amino acid metabolic process","GO:0045763","0.4753490991676174","0.3229873247831622","3","988","1","16307","BCKDK"
"GO:BP","negative regulation of chaperone-mediated autophagy","GO:1904715","0.4753490991676174","0.3229873247831622","3","988","1","16307","SNCA"
"GO:BP","deoxyribonucleoside triphosphate catabolic process","GO:0009204","0.4753490991676174","0.3229873247831622","3","988","1","16307","NUDT15"
"GO:BP","negative regulation of serotonin uptake","GO:0051612","0.4753490991676174","0.3229873247831622","3","988","1","16307","SNCA"
"GO:BP","regulation of purine nucleotide metabolic process","GO:1900542","0.4753490991676174","0.3229873247831622","75","988","7","16307","PARP1,PGAM1,MLST8,NUPR1,ENO1,EIF6,GIT1"
"GO:BP","regulation of protein export from nucleus","GO:0046825","0.4753490991676174","0.3229873247831622","23","988","3","16307","ANP32B,TPR,RANGAP1"
"GO:BP","folate import across plasma membrane","GO:1904447","0.4753490991676174","0.3229873247831622","3","988","1","16307","SLC19A1"
"GO:BP","negative regulation of t-circle formation","GO:1904430","0.4753490991676174","0.3229873247831622","3","988","1","16307","XRCC5"
"GO:BP","regulation of RNA export from nucleus","GO:0046831","0.4753490991676174","0.3229873247831622","12","988","2","16307","TPR,DHX9"
"GO:BP","chaperone-mediated autophagy","GO:0061684","0.4753490991676174","0.3229873247831622","12","988","2","16307","SNCA,HSP90AA1"
"GO:BP","embryonic placenta development","GO:0001892","0.4753490991676174","0.3229873247831622","23","988","3","16307","BMP5,E2F8,FGFR2"
"GO:BP","regulation of vitamin D 24-hydroxylase activity","GO:0010979","0.4753490991676174","0.3229873247831622","3","988","1","16307","VDR"
"GO:BP","cell death in response to hydrogen peroxide","GO:0036474","0.4753490991676174","0.3229873247831622","23","988","3","16307","RACK1,TRAP1,SIGMAR1"
"GO:BP","peptidyl-cysteine oxidation","GO:0018171","0.4753490991676174","0.3229873247831622","3","988","1","16307","PRDX3"
"GO:BP","ribonucleoside diphosphate biosynthetic process","GO:0009188","0.4753490991676174","0.3229873247831622","3","988","1","16307","CAD"
"GO:BP","cell differentiation involved in phenotypic switching","GO:0090679","0.4753490991676174","0.3229873247831622","3","988","1","16307","DNMT1"
"GO:BP","regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching","GO:1905930","0.4753490991676174","0.3229873247831622","3","988","1","16307","DNMT1"
"GO:BP","neural fold formation","GO:0001842","0.4753490991676174","0.3229873247831622","3","988","1","16307","BMP5"
"GO:BP","negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide","GO:1903751","0.4753490991676174","0.3229873247831622","3","988","1","16307","TRAP1"
"GO:BP","positive regulation of DNA methylation-dependent heterochromatin formation","GO:0090309","0.4753490991676174","0.3229873247831622","12","988","2","16307","TRIM28,DNMT1"
"GO:BP","regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide","GO:1903750","0.4753490991676174","0.3229873247831622","3","988","1","16307","TRAP1"
"GO:BP","rhythmic process","GO:0048511","0.4753490991676174","0.3229873247831622","186","988","15","16307","TOP2A,ATF4,IMPDH2,CDK1,PARP1,HNRNPU,PPP1CC,PTEN,HNRNPD,HDAC2,KMT2A,MYBBP1A,MTA1,SFPQ,PRMT5"
"GO:BP","mitochondrion distribution","GO:0048311","0.4753490991676174","0.3229873247831622","12","988","2","16307","MAPT,CLUH"
"GO:BP","regulation of vesicle fusion","GO:0031338","0.4753490991676174","0.3229873247831622","12","988","2","16307","AKT2,SNCA"
"GO:BP","central nervous system myelin maintenance","GO:0032286","0.4753490991676174","0.3229873247831622","3","988","1","16307","PTEN"
"GO:BP","prostaglandin biosynthetic process","GO:0001516","0.4753490991676174","0.3229873247831622","23","988","3","16307","EDN2,PTGES2,PTGES3"
"GO:BP","homocysteine catabolic process","GO:0043418","0.4753490991676174","0.3229873247831622","3","988","1","16307","BLMH"
"GO:BP","homoserine metabolic process","GO:0009092","0.4753490991676174","0.3229873247831622","3","988","1","16307","MPST"
"GO:BP","trophectodermal cell proliferation","GO:0001834","0.4753490991676174","0.3229873247831622","3","988","1","16307","ZPR1"
"GO:BP","positive regulation of dendritic cell differentiation","GO:2001200","0.4753490991676174","0.3229873247831622","3","988","1","16307","HMGB1"
"GO:BP","glyceraldehyde-3-phosphate metabolic process","GO:0019682","0.4753490991676174","0.3229873247831622","3","988","1","16307","TPI1"
"GO:BP","B cell costimulation","GO:0031296","0.4753490991676174","0.3229873247831622","3","988","1","16307","CD320"
"GO:BP","negative regulation of protein catabolic process in the vacuole","GO:1904351","0.4753490991676174","0.3229873247831622","3","988","1","16307","LAPTM4B"
"GO:BP","lateral sprouting from an epithelium","GO:0060601","0.4753490991676174","0.3229873247831622","3","988","1","16307","FGFR2"
"GO:BP","response to amphetamine","GO:0001975","0.4753490991676174","0.3229873247831622","3","988","1","16307","HDAC9"
"GO:BP","regulation of stress granule assembly","GO:0062028","0.4753490991676174","0.3229873247831622","3","988","1","16307","G3BP1"
"GO:BP","transport along microtubule","GO:0010970","0.4753490991676174","0.3229873247831622","142","988","12","16307","KIF4A,TMEM201,CEP131,DYNC2H1,KIF5B,MAPT,STAU1,DYNC2I2,IFT46,LRPPRC,KIF1C,MAP1A"
"GO:BP","positive regulation of TRAIL-activated apoptotic signaling pathway","GO:1903984","0.4753490991676174","0.3229873247831622","3","988","1","16307","PTEN"
"GO:BP","protein unfolding","GO:0043335","0.4753490991676174","0.3229873247831622","3","988","1","16307","HSP90AA1"
"GO:BP","enucleate erythrocyte differentiation","GO:0043353","0.4753490991676174","0.3229873247831622","3","988","1","16307","CEBPG"
"GO:BP","monounsaturated fatty acid metabolic process","GO:1903964","0.4753490991676174","0.3229873247831622","3","988","1","16307","SCD"
"GO:BP","basophil activation","GO:0045575","0.4753490991676174","0.3229873247831622","3","988","1","16307","KARS1"
"GO:BP","oncogene-induced cell senescence","GO:0090402","0.4753490991676174","0.3229873247831622","3","988","1","16307","HMGA1"
"GO:BP","box C/D RNA 3'-end processing","GO:0000494","0.4753490991676174","0.3229873247831622","3","988","1","16307","FBL"
"GO:BP","purine nucleoside triphosphate catabolic process","GO:0009146","0.4753490991676174","0.3229873247831622","3","988","1","16307","NUDT15"
"GO:BP","isotype switching to IgA isotypes","GO:0048290","0.4753490991676174","0.3229873247831622","3","988","1","16307","THOC1"
"GO:BP","response to camptothecin","GO:1901563","0.4753490991676174","0.3229873247831622","3","988","1","16307","BLM"
"GO:BP","regulation of isoprenoid metabolic process","GO:0019747","0.4753490991676174","0.3229873247831622","3","988","1","16307","PRMT3"
"GO:BP","establishment of RNA localization to telomere","GO:0097694","0.4753490991676174","0.3229873247831622","3","988","1","16307","ATM"
"GO:BP","peptidyl-lysine monomethylation","GO:0018026","0.4753490991676174","0.3229873247831622","12","988","2","16307","KMT5A,SMYD2"
"GO:BP","regulation of viral translation","GO:1904971","0.4753490991676174","0.3229873247831622","3","988","1","16307","DHX9"
"GO:BP","regulation of Schwann cell differentiation","GO:0014038","0.4753490991676174","0.3229873247831622","3","988","1","16307","CDK1"
"GO:BP","positive regulation of lymphoid progenitor cell differentiation","GO:1905458","0.4753490991676174","0.3229873247831622","3","988","1","16307","NUDT21"
"GO:BP","cell migration involved in sprouting angiogenesis","GO:0002042","0.4753490991676174","0.3229873247831622","47","988","5","16307","PIK3R3,SRF,HDAC9,EFNB2,ROBO1"
"GO:BP","fungiform papilla development","GO:0061196","0.4753490991676174","0.3229873247831622","3","988","1","16307","HDAC2"
"GO:BP","vascular associated smooth muscle cell differentiation involved in phenotypic switching","GO:1905420","0.4753490991676174","0.3229873247831622","3","988","1","16307","DNMT1"
"GO:BP","positive regulation of L-glutamate import across plasma membrane","GO:0002038","0.4753490991676174","0.3229873247831622","3","988","1","16307","ARL6IP1"
"GO:BP","catagen","GO:0042637","0.4753490991676174","0.3229873247831622","3","988","1","16307","GAL"
"GO:BP","positive regulation of translational fidelity","GO:0045903","0.4753490991676174","0.3229873247831622","3","988","1","16307","RPS9"
"GO:BP","positive regulation of smoothened signaling pathway","GO:0045880","0.4753490991676174","0.3229873247831622","23","988","3","16307","UCHL5,TEDC1,TEDC2"
"GO:BP","positive regulation of G2/MI transition of meiotic cell cycle","GO:0110032","0.4753490991676174","0.3229873247831622","3","988","1","16307","CDC25A"
"GO:BP","lacrimal gland development","GO:0032808","0.4753490991676174","0.3229873247831622","3","988","1","16307","FGFR2"
"GO:BP","purine ribonucleotide salvage","GO:0106380","0.4753490991676174","0.3229873247831622","3","988","1","16307","APRT"
"GO:BP","negative regulation of cytoskeleton organization","GO:0051494","0.4753490991676174","0.3229873247831622","131","988","11","16307","BRCA1,NPM1,STMN1,CCNF,TPX2,FKBP4,TBCD,SNCA,KAT2A,CKAP2,PFN2"
"GO:BP","negative regulation of lysosomal protein catabolic process","GO:1905166","0.4753490991676174","0.3229873247831622","3","988","1","16307","LAPTM4B"
"GO:BP","positive regulation of intracellular transport","GO:0032388","0.4753490991676174","0.3229873247831622","171","988","14","16307","ANP32B,IPO5,TRIM28,KIF20B,TPR,AKT2,ECT2,RAN,ANK3,DHX9,SPAG5,SAE1,CEP131,ZPR1"
"GO:BP","negative regulation of inflammatory response to wounding","GO:0106015","0.4753490991676174","0.3229873247831622","3","988","1","16307","GIT1"
"GO:BP","chorio-allantoic fusion","GO:0060710","0.4753490991676174","0.3229873247831622","3","988","1","16307","BMP5"
"GO:BP","negative regulation of DNA duplex unwinding","GO:1905463","0.4753490991676174","0.3229873247831622","3","988","1","16307","TOP2A"
"GO:BP","regulation of cell differentiation involved in phenotypic switching","GO:1905915","0.4753490991676174","0.3229873247831622","3","988","1","16307","DNMT1"
"GO:BP","methylglyoxal metabolic process","GO:0009438","0.4753490991676174","0.3229873247831622","3","988","1","16307","TPI1"
"GO:BP","messenger ribonucleoprotein complex assembly","GO:1990120","0.4753490991676174","0.3229873247831622","3","988","1","16307","NUDT21"
"GO:BP","positive regulation of pentose-phosphate shunt","GO:1905857","0.4753490991676174","0.3229873247831622","3","988","1","16307","MLST8"
"GO:BP","epithelial cell differentiation involved in prostate gland development","GO:0060742","0.4753490991676174","0.3229873247831622","3","988","1","16307","FGFR2"
"GO:BP","hair follicle placode formation","GO:0060789","0.4753490991676174","0.3229873247831622","3","988","1","16307","HDAC2"
"GO:BP","sclerotome development","GO:0061056","0.4753490991676174","0.3229873247831622","3","988","1","16307","MEOX1"
"GO:BP","Notch signaling pathway involved in heart induction","GO:0003137","0.4753490991676174","0.3229873247831622","3","988","1","16307","ROBO1"
"GO:BP","regulation of lysosome organization","GO:1905671","0.4753490991676174","0.3229873247831622","3","988","1","16307","LAPTM4B"
"GO:BP","negative regulation of phosphatidylinositol 3-kinase signaling","GO:0014067","0.4753490991676174","0.3229873247831622","12","988","2","16307","PTEN,TWIST1"
"GO:BP","hepaticobiliary system development","GO:0061008","0.4753490991676174","0.3229873247831622","48","988","5","16307","AURKA,CEBPG,E2F8,RPS6KA1,PCK2"
"GO:BP","HRI-mediated signaling","GO:0140468","0.4753490991676174","0.3229873247831622","3","988","1","16307","ATF4"
"GO:BP","tangential migration from the subventricular zone to the olfactory bulb","GO:0022028","0.4753490991676174","0.3229873247831622","3","988","1","16307","ROBO1"
"GO:BP","regulation of centriole-centriole cohesion","GO:0030997","0.4753490991676174","0.3229873247831622","3","988","1","16307","NEK2"
"GO:BP","UTP metabolic process","GO:0046051","0.4753490991676174","0.3229873247831622","3","988","1","16307","CAD"
"GO:BP","establishment of protein-containing complex localization to telomere","GO:0097695","0.4753490991676174","0.3229873247831622","3","988","1","16307","ATM"
"GO:BP","third ventricle development","GO:0021678","0.4753490991676174","0.3229873247831622","3","988","1","16307","KDM2B"
"GO:BP","trans-synaptic signaling by endocannabinoid","GO:0099542","0.4753490991676174","0.3229873247831622","3","988","1","16307","FABP5"
"GO:BP","DNA methylation on cytosine","GO:0032776","0.4753490991676174","0.3229873247831622","3","988","1","16307","DNMT3B"
"GO:BP","negative regulation of clathrin-dependent endocytosis","GO:1900186","0.4753490991676174","0.3229873247831622","3","988","1","16307","NEU3"
"GO:BP","protein transport along microtubule","GO:0098840","0.4753490991676174","0.3229873247831622","12","988","2","16307","KIF5B,MAP1A"
"GO:BP","positive regulation of mitotic centrosome separation","GO:0046604","0.4753490991676174","0.3229873247831622","3","988","1","16307","RANBP1"
"GO:BP","sister chromatid biorientation","GO:0031134","0.4753490991676174","0.3229873247831622","3","988","1","16307","BOD1"
"GO:BP","xenobiotic export from cell","GO:0046618","0.4753490991676174","0.3229873247831622","12","988","2","16307","ABCA3,RALBP1"
"GO:BP","negative regulation of Golgi to plasma membrane protein transport","GO:0042997","0.4753490991676174","0.3229873247831622","3","988","1","16307","CSK"
"GO:BP","positive regulation of cell size","GO:0045793","0.4753490991676174","0.3229873247831622","3","988","1","16307","TMEM123"
"GO:BP","positive regulation of viral translation","GO:1904973","0.4753490991676174","0.3229873247831622","3","988","1","16307","DHX9"
"GO:BP","pre-B cell allelic exclusion","GO:0002331","0.4753490991676174","0.3229873247831622","3","988","1","16307","ATM"
"GO:BP","positive regulation of thyroid hormone mediated signaling pathway","GO:0002157","0.4753490991676174","0.3229873247831622","3","988","1","16307","THRB"
"GO:BP","blastocyst growth","GO:0001832","0.4753490991676174","0.3229873247831622","3","988","1","16307","ZPR1"
"GO:BP","bile acid signaling pathway","GO:0038183","0.4753490991676174","0.3229873247831622","3","988","1","16307","VDR"
"GO:BP","negative regulation of neurotransmitter uptake","GO:0051581","0.4753490991676174","0.3229873247831622","3","988","1","16307","SNCA"
"GO:BP","purine deoxyribonucleoside triphosphate catabolic process","GO:0009217","0.4753490991676174","0.3229873247831622","3","988","1","16307","NUDT15"
"GO:BP","fungiform papilla morphogenesis","GO:0061197","0.4753490991676174","0.3229873247831622","3","988","1","16307","HDAC2"
"GO:BP","10-formyltetrahydrofolate catabolic process","GO:0009258","0.4753490991676174","0.3229873247831622","3","988","1","16307","AASDHPPT"
"GO:BP","retrograde trans-synaptic signaling","GO:0098917","0.4753490991676174","0.3229873247831622","3","988","1","16307","FABP5"
"GO:BP","trans-synaptic signaling by lipid","GO:0099541","0.4753490991676174","0.3229873247831622","3","988","1","16307","FABP5"
"GO:BP","vitamin B6 biosynthetic process","GO:0042819","0.4753490991676174","0.3229873247831622","3","988","1","16307","PSAT1"
"GO:BP","positive regulation of macrophage apoptotic process","GO:2000111","0.4753490991676174","0.3229873247831622","3","988","1","16307","CDKN2A"
"GO:BP","retinal blood vessel morphogenesis","GO:0061304","0.4753490991676174","0.3229873247831622","3","988","1","16307","CYP1B1"
"GO:BP","prostanoid biosynthetic process","GO:0046457","0.4753490991676174","0.3229873247831622","23","988","3","16307","EDN2,PTGES2,PTGES3"
"GO:BP","regulation of renin secretion into blood stream","GO:1900133","0.4753490991676174","0.3229873247831622","3","988","1","16307","F2R"
"GO:BP","microtubule-based protein transport","GO:0099118","0.4753490991676174","0.3229873247831622","12","988","2","16307","KIF5B,MAP1A"
"GO:BP","artery smooth muscle contraction","GO:0014824","0.4753490991676174","0.3229873247831622","3","988","1","16307","EDN2"
"GO:BP","negative regulation of meiotic chromosome separation","GO:1905133","0.4753490991676174","0.3229873247831622","3","988","1","16307","TTK"
"GO:BP","regulation of meiotic chromosome separation","GO:1905132","0.4753490991676174","0.3229873247831622","3","988","1","16307","TTK"
"GO:BP","regulation of histone H3-K9 dimethylation","GO:1900109","0.4753490991676174","0.3229873247831622","3","988","1","16307","SMARCB1"
"GO:BP","L-alanine metabolic process","GO:0042851","0.4753490991676174","0.3229873247831622","3","988","1","16307","GPT2"
"GO:BP","DNA ADP-ribosylation","GO:0030592","0.4753490991676174","0.3229873247831622","3","988","1","16307","PARP1"
"GO:BP","negative regulation of ATP biosynthetic process","GO:2001170","0.4753490991676174","0.3229873247831622","3","988","1","16307","PARP1"
"GO:BP","glycoside transport","GO:1901656","0.4753490991676174","0.3229873247831622","3","988","1","16307","RALBP1"
"GO:BP","histone H3-R17 methylation","GO:0034971","0.4753490991676174","0.3229873247831622","3","988","1","16307","CARM1"
"GO:BP","negative regulation of macrophage colony-stimulating factor signaling pathway","GO:1902227","0.4753490991676174","0.3229873247831622","3","988","1","16307","PTPN2"
"GO:BP","negative regulation of integrin activation","GO:0033624","0.4753490991676174","0.3229873247831622","3","988","1","16307","KIF14"
"GO:BP","tRNA export from nucleus","GO:0006409","0.4753490991676174","0.3229873247831622","3","988","1","16307","XPOT"
"GO:BP","positive regulation of mismatch repair","GO:0032425","0.4753490991676174","0.3229873247831622","3","988","1","16307","HMGB1"
"GO:BP","regulation of glucose mediated signaling pathway","GO:1902659","0.4753490991676174","0.3229873247831622","3","988","1","16307","SMARCB1"
"GO:BP","regulation of carbohydrate metabolic process","GO:0006109","0.4753490991676174","0.3229873247831622","130","988","11","16307","NNMT,AKT2,PGAM1,MLST8,SNCA,NUPR1,PGP,EIF6,GIT1,BCKDK,PTPN2"
"GO:BP","positive regulation of cell communication by electrical coupling","GO:0010650","0.4753490991676174","0.3229873247831622","3","988","1","16307","ANK3"
"GO:BP","metaphase/anaphase transition of meiotic cell cycle","GO:0044785","0.4753490991676174","0.3229873247831622","3","988","1","16307","TTK"
"GO:BP","sarcomerogenesis","GO:0048769","0.4753490991676174","0.3229873247831622","3","988","1","16307","MYLK3"
"GO:BP","post-translational protein acetylation","GO:0034421","0.4753490991676174","0.3229873247831622","3","988","1","16307","DSCC1"
"GO:BP","propionate metabolic process","GO:0019541","0.4753490991676174","0.3229873247831622","3","988","1","16307","PCK2"
"GO:BP","base-excision repair, AP site formation","GO:0006285","0.4753490991676174","0.3229873247831622","12","988","2","16307","UNG,NEIL3"
"GO:BP","positive regulation of glucose mediated signaling pathway","GO:1902661","0.4753490991676174","0.3229873247831622","3","988","1","16307","SMARCB1"
"GO:BP","regulation of interleukin-4-mediated signaling pathway","GO:1902214","0.4753490991676174","0.3229873247831622","3","988","1","16307","PTPN2"
"GO:BP","negative regulation of mammary gland epithelial cell proliferation","GO:0033600","0.4753490991676174","0.3229873247831622","3","988","1","16307","ROBO1"
"GO:BP","spermidine biosynthetic process","GO:0008295","0.4753490991676174","0.3229873247831622","3","988","1","16307","SRM"
"GO:BP","adenosine transport","GO:0032238","0.4753490991676174","0.3229873247831622","3","988","1","16307","SLC29A1"
"GO:BP","negative regulation of maintenance of sister chromatid cohesion","GO:0034092","0.4753490991676174","0.3229873247831622","3","988","1","16307","ATRX"
"GO:BP","cellular response to prostaglandin D stimulus","GO:0071799","0.4753490991676174","0.3229873247831622","3","988","1","16307","AKR1C2"
"GO:BP","response to prostaglandin D","GO:0071798","0.4753490991676174","0.3229873247831622","3","988","1","16307","AKR1C2"
"GO:BP","regulation of phosphatidylcholine catabolic process","GO:0010899","0.4753490991676174","0.3229873247831622","3","988","1","16307","SCARB1"
"GO:BP","connective tissue replacement involved in inflammatory response wound healing","GO:0002248","0.4753490991676174","0.3229873247831622","3","988","1","16307","F2R"
"GO:BP","natural killer cell differentiation","GO:0001779","0.4753490991676174","0.3229873247831622","12","988","2","16307","PBX1,PRDM1"
"GO:BP","neurofibrillary tangle assembly","GO:1902988","0.4753490991676174","0.3229873247831622","3","988","1","16307","MAPT"
"GO:BP","isopentenyl diphosphate biosynthetic process, mevalonate pathway","GO:0019287","0.4753490991676174","0.3229873247831622","3","988","1","16307","MVD"
"GO:BP","response to sorbitol","GO:0072708","0.4753490991676174","0.3229873247831622","3","988","1","16307","CDT1"
"GO:BP","small-subunit processome assembly","GO:0034462","0.4753490991676174","0.3229873247831622","3","988","1","16307","XRCC5"
"GO:BP","box C/D RNA processing","GO:0034963","0.4753490991676174","0.3229873247831622","3","988","1","16307","FBL"
"GO:BP","voluntary musculoskeletal movement","GO:0050882","0.4753490991676174","0.3229873247831622","3","988","1","16307","MAP1A"
"GO:BP","maintenance of mitotic sister chromatid cohesion","GO:0034088","0.4753490991676174","0.3229873247831622","12","988","2","16307","DSCC1,ATRX"
"GO:BP","negative regulation of maintenance of mitotic sister chromatid cohesion","GO:0034183","0.4753490991676174","0.3229873247831622","3","988","1","16307","ATRX"
"GO:BP","maintenance of sister chromatid cohesion","GO:0034086","0.4753490991676174","0.3229873247831622","12","988","2","16307","DSCC1,ATRX"
"GO:BP","collagen fibril organization","GO:0030199","0.4753490991676174","0.3229873247831622","48","988","5","16307","LUM,COL3A1,COL1A1,LOX,CYP1B1"
