GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0003322	pancreatic A cell development	0.24044143041696808	0.24044143041696808	+1	PAX6
GO:0003323	type B pancreatic cell development	0.24044143041696808	0.24044143041696808	+1	RHEB,GSK3B,CDK6
GO:0015822	ornithine transport	0.24044143041696808	0.24044143041696808	+1	SLC25A29,SLC7A2
GO:1901545	response to raffinose	0.24044143041696808	0.24044143041696808	+1	ZFP36L1
GO:0061580	colon epithelial cell migration	0.24044143041696808	0.24044143041696808	+1	ARSB
GO:0061582	intestinal epithelial cell migration	0.24044143041696808	0.24044143041696808	+1	ARSB
GO:0015797	mannitol transmembrane transport	0.24044143041696808	0.24044143041696808	+1	SLC26A6
GO:0061589	calcium activated phosphatidylserine scrambling	0.24044143041696808	0.24044143041696808	+1	ANO6
GO:0003340	negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	0.24044143041696808	0.24044143041696808	+1	STAT1
GO:1903841	cellular response to arsenite(3-)	0.24044143041696808	0.24044143041696808	+1	SLC38A2
GO:0015783	GDP-fucose transmembrane transport	0.24044143041696808	0.24044143041696808	+1	SLC35C1
GO:0032602	chemokine production	0.24044143041696808	0.24044143041696808	+1	HMOX1,KLF4,APP,SIRPA,GSTP1,MBP,WNT5A,LPL
GO:0051042	negative regulation of calcium-independent cell-cell adhesion	0.24044143041696808	0.24044143041696808	+1	BMP2
GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	0.24044143041696808	0.24044143041696808	+1	CITED2,SDCBP,CDKN1C,DAB2
GO:0061626	pharyngeal arch artery morphogenesis	0.24044143041696808	0.24044143041696808	+1	TGFB2,FOLR1
GO:1905123	regulation of glucosylceramidase activity	0.24044143041696808	0.24044143041696808	+1	SCARB2
GO:0015724	formate transport	0.24044143041696808	0.24044143041696808	+1	SLC26A6
GO:0015723	bilirubin transport	0.24044143041696808	0.24044143041696808	+1	ABCC2
GO:0032613	interleukin-10 production	0.24044143041696808	0.24044143041696808	+1	CD47,PRKCZ,ISG15,VSIR,STAT3,CD46
GO:1904955	planar cell polarity pathway involved in midbrain dopaminergic neuron differentiation	0.24044143041696808	0.24044143041696808	+1	WNT5A
GO:0005976	polysaccharide metabolic process	0.24044143041696808	0.24044143041696808	+1	PRKAG2,B3GNT3,GSK3B,B3GNT9,RB1CC1,PPP1R3F,CSGALNACT1,INSR,IRS2
GO:1990540	mitochondrial manganese ion transmembrane transport	0.24044143041696808	0.24044143041696808	+1	SLC39A8
GO:0061736	engulfment of target by autophagosome	0.24044143041696808	0.24044143041696808	+1	SMURF1
GO:0032642	regulation of chemokine production	0.24044143041696808	0.24044143041696808	+1	HMOX1,KLF4,APP,SIRPA,GSTP1,MBP,WNT5A,LPL
GO:0032653	regulation of interleukin-10 production	0.24044143041696808	0.24044143041696808	+1	CD47,PRKCZ,ISG15,VSIR,STAT3,CD46
GO:0061590	calcium activated phosphatidylcholine scrambling	0.24044143041696808	0.24044143041696808	+1	ANO6
GO:0050918	positive chemotaxis	0.24044143041696808	0.24044143041696808	+1	CDH13,LGALS3,GPNMB,SEMA5A,PTPRJ
GO:1903840	response to arsenite(3-)	0.24044143041696808	0.24044143041696808	+1	SLC38A2
GO:0003275	apoptotic process involved in outflow tract morphogenesis	0.24044143041696808	0.24044143041696808	+1	TGFB2
GO:0140192	regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process	0.24044143041696808	0.24044143041696808	+1	ATP2B4
GO:0140115	export across plasma membrane	0.24044143041696808	0.24044143041696808	+1	ANO6,SLC22A5,ATP1B3,ATP1A1,PDZK1,ATP1B1,SLC22A18
GO:0060731	positive regulation of intestinal epithelial structure maintenance	0.24044143041696808	0.24044143041696808	+1	SLC22A5
GO:0060734	regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation	0.24044143041696808	0.24044143041696808	+1	EIF2AK3
GO:0032275	luteinizing hormone secretion	0.24044143041696808	0.24044143041696808	+1	TBX3
GO:0017038	protein import	0.24044143041696808	0.24044143041696808	+1	LAMP2,CLU
GO:0060804	positive regulation of Wnt signaling pathway by BMP signaling pathway	0.24044143041696808	0.24044143041696808	+1	BMP2
GO:0060831	smoothened signaling pathway involved in dorsal/ventral neural tube patterning	0.24044143041696808	0.24044143041696808	+1	GPR161
GO:0060840	artery development	0.24044143041696808	0.24044143041696808	+1	TGFB2,LRP1,MYLK,PDE2A,FOLR1,FOXF1
GO:0051261	protein depolymerization	0.24044143041696808	0.24044143041696808	+1	WASHC2C,MICAL1,TRIM54,SVIL,EPS8,LIMA1,MTPN,SCIN,SEMA5A,GSN
GO:1903771	positive regulation of beta-galactosidase activity	0.24044143041696808	0.24044143041696808	+1	PSAP
GO:0003142	cardiogenic plate morphogenesis	0.24044143041696808	0.24044143041696808	+1	SOX17
GO:0003147	neural crest cell migration involved in heart formation	0.24044143041696808	0.24044143041696808	+1	FOLR1
GO:0120158	positive regulation of collagen catabolic process	0.24044143041696808	0.24044143041696808	+1	VSIR
GO:0003278	apoptotic process involved in heart morphogenesis	0.24044143041696808	0.24044143041696808	+1	TGFB2
GO:0110020	regulation of actomyosin structure organization	0.24044143041696808	0.24044143041696808	+1	WASF2,CD47,LIMCH1,AKAP13,EVL,RHOC,LIMK1,CCN2,PHLDB2
GO:0106135	negative regulation of cardiac muscle cell contraction	0.24044143041696808	0.24044143041696808	+1	BIN1
GO:0016203	muscle attachment	0.24044143041696808	0.24044143041696808	+1	DAG1
GO:1901331	positive regulation of odontoblast differentiation	0.24044143041696808	0.24044143041696808	+1	SERPINE1
GO:0003199	endocardial cushion to mesenchymal transition involved in heart valve formation	0.24044143041696808	0.24044143041696808	+1	EFNA1
GO:0016185	synaptic vesicle budding from presynaptic endocytic zone membrane	0.24044143041696808	0.24044143041696808	+1	AP3S1,PICALM
GO:0045444	fat cell differentiation	0.24044143041696808	0.24044143041696808	+1	KLF4,PSMB8,CREBL2,WWTR1,ZFP36L1,PPARGC1A,BMP2,SMAD3,TRIO,METRNL,WNT10B,GATA2,WNT5A,LPL
GO:0061035	regulation of cartilage development	0.24044143041696808	0.24044143041696808	+1	BMP2,WNT9A,BMP1,SCIN,LOXL2
GO:0043252	sodium-independent organic anion transport	0.24044143041696808	0.24044143041696808	+1	SLCO3A1,SLCO2A1,SLCO4A1
GO:1990256	signal clustering	0.24044143041696808	0.24044143041696808	+1	SEMA5A
GO:0061099	negative regulation of protein tyrosine kinase activity	0.24044143041696808	0.24044143041696808	+1	PTK6,ERRFI1,MVP,GPRC5A
GO:1903064	positive regulation of reverse cholesterol transport	0.24044143041696808	0.24044143041696808	+1	ABCA5
GO:1903062	regulation of reverse cholesterol transport	0.24044143041696808	0.24044143041696808	+1	ABCA5
GO:0003242	cardiac chamber ballooning	0.24044143041696808	0.24044143041696808	+1	ADPRHL1
GO:0099566	regulation of postsynaptic cytosolic calcium ion concentration	0.24044143041696808	0.24044143041696808	+1	WNT5A
GO:0016240	autophagosome membrane docking	0.24044143041696808	0.24044143041696808	+1	VAMP8,ATP2A2
GO:1905042	negative regulation of epithelium regeneration	0.24044143041696808	0.24044143041696808	+1	DUSP10
GO:0061713	anterior neural tube closure	0.24044143041696808	0.24044143041696808	+1	FOLR1
GO:0001798	positive regulation of type IIa hypersensitivity	0.24044143041696808	0.24044143041696808	+1	HLA-E
GO:0006099	tricarboxylic acid cycle	0.24044143041696808	0.24044143041696808	+1	MDH2,NNT,ACO1,OGDH
GO:1901623	regulation of lymphocyte chemotaxis	0.24044143041696808	0.24044143041696808	+1	PTK2B,SLC8B1,NEDD9,WNT5A
GO:1901621	negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning	0.24044143041696808	0.24044143041696808	+1	GPR161
GO:0098736	negative regulation of the force of heart contraction	0.24044143041696808	0.24044143041696808	+1	ATP2B4
GO:1902998	positive regulation of neurofibrillary tangle assembly	0.24044143041696808	0.24044143041696808	+1	CLU
GO:0002398	MHC class Ib protein complex assembly	0.24044143041696808	0.24044143041696808	+1	TAPBP
GO:1904998	negative regulation of leukocyte adhesion to arterial endothelial cell	0.24044143041696808	0.24044143041696808	+1	KLF4
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	0.24044143041696808	0.24044143041696808	+1	NDUFS3,MT-ND1,MT-ND4,MT-ND2,MT-ND5,MT-ND6
GO:0042593	glucose homeostasis	0.24044143041696808	0.24044143041696808	+1	PRKAA2,PAX6,PPARGC1A,HK2,GAS6,WFS1,SLC8B1,FOXK1,RAB11FIP5,PDK4,INSR,STAT3,BACE2
GO:0002037	negative regulation of L-glutamate import across plasma membrane	0.24044143041696808	0.24044143041696808	+1	ARL6IP5
GO:2000565	negative regulation of CD8-positive, alpha-beta T cell proliferation	0.24044143041696808	0.24044143041696808	+1	VSIR
GO:0006096	glycolytic process	0.24044143041696808	0.24044143041696808	+1	PRKAG2,PRKAA2,APP,HK2,PPARA,PFKFB2,FOXK1,INSR
GO:0032906	transforming growth factor beta2 production	0.24044143041696808	0.24044143041696808	+1	TGFB2,SMAD3
GO:0050769	positive regulation of neurogenesis	0.24044143041696808	0.24044143041696808	+1	GOLGA4,MEGF8,BIN1,PLXNA3,PLXNB2,BMP2,OBSL1,PLXNA2,LIMK1,L1CAM,PLXND1,SEMA5A
GO:0032909	regulation of transforming growth factor beta2 production	0.24044143041696808	0.24044143041696808	+1	TGFB2,SMAD3
GO:0010889	regulation of sequestering of triglyceride	0.24044143041696808	0.24044143041696808	+1	PLIN3,PPARA,LPL
GO:0042539	hypotonic salinity response	0.24044143041696808	0.24044143041696808	+1	SLC12A6
GO:1990822	basic amino acid transmembrane transport	0.24044143041696808	0.24044143041696808	+1	SLC25A29,SLC7A2
GO:0050746	regulation of lipoprotein metabolic process	0.24044143041696808	0.24044143041696808	+1	RB1CC1,ATG13,ITGAV
GO:0000053	argininosuccinate metabolic process	0.24044143041696808	0.24044143041696808	+1	ASS1
GO:0006254	CTP catabolic process	0.24044143041696808	0.24044143041696808	+1	ENTPD7
GO:1902961	positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	0.24044143041696808	0.24044143041696808	+1	EFNA1,PICALM
GO:0010821	regulation of mitochondrion organization	0.24044143041696808	0.24044143041696808	+1	STAT2,MTCH2,BID,GOLPH3,GSK3B,PPARGC1A,PMAIP1,MFF,VAT1,PDE2A,SQSTM1,TFRC,CLU
GO:0097753	membrane bending	0.24044143041696808	0.24044143041696808	+1	PICALM
GO:1901620	regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning	0.24044143041696808	0.24044143041696808	+1	GPR161
GO:0010985	negative regulation of lipoprotein particle clearance	0.24044143041696808	0.24044143041696808	+1	LRPAP1,LDLR
GO:0010955	negative regulation of protein processing	0.24044143041696808	0.24044143041696808	+1	CAST,XIAP,CTSZ,SERPINE1
GO:0070562	regulation of vitamin D receptor signaling pathway	0.24044143041696808	0.24044143041696808	+1	MN1,RXRA
GO:1903906	regulation of plasma membrane raft polarization	0.24044143041696808	0.24044143041696808	+1	GSN
GO:0032720	negative regulation of tumor necrosis factor production	0.24044143041696808	0.24044143041696808	+1	GAS6,SIRPA,GSTP1,ILRUN,TNFAIP3,VSIR
GO:0061960	regulation of heme oxygenase activity	0.24044143041696808	0.24044143041696808	+1	HM13
GO:1903946	negative regulation of ventricular cardiac muscle cell action potential	0.24044143041696808	0.24044143041696808	+1	BIN1
GO:0062112	fatty acid primary amide biosynthetic process	0.24044143041696808	0.24044143041696808	+1	PAM
GO:0062126	fatty acid primary amide metabolic process	0.24044143041696808	0.24044143041696808	+1	PAM
GO:0050823	peptide antigen stabilization	0.24044143041696808	0.24044143041696808	+1	TAPBP
GO:0050822	peptide stabilization	0.24044143041696808	0.24044143041696808	+1	TAPBP
GO:2000533	negative regulation of renal albumin absorption	0.24044143041696808	0.24044143041696808	+1	GAS6
GO:0042760	very long-chain fatty acid catabolic process	0.24044143041696808	0.24044143041696808	+1	ACOX1,SLC27A2
GO:0070142	synaptic vesicle budding	0.24044143041696808	0.24044143041696808	+1	AP3S1,PICALM
GO:0010757	negative regulation of plasminogen activation	0.24044143041696808	0.24044143041696808	+1	CTSZ,SERPINE1
GO:0010998	regulation of translational initiation by eIF2 alpha phosphorylation	0.24044143041696808	0.24044143041696808	+1	EIF2AK3,PPP1R15B
GO:0032801	receptor catabolic process	0.24044143041696808	0.24044143041696808	+1	ABCA2,SMURF1,SNX25,DTX3L
GO:0010816	calcitonin catabolic process	0.24044143041696808	0.24044143041696808	+1	ECE1
GO:0007266	Rho protein signal transduction	0.24279766835533342	0.24279766835533342	+1	GNA12,CDH13,ABL2,EPS8L2,ARHGAP1,AKAP13,CDC42EP2,LIMK1,RHOD,EPS8,RHOU,HEG1
GO:0045333	cellular respiration	0.24506133134802527	0.24506133134802527	+1	SLC25A13,MDH2,MT-ATP6,NDUFS3,COX6C,MT-ND1,PPARGC1A,MT-ND4,NNT,MT-ND2,MT-CYB,MT-CO1,MT-ND5,ACO1,MT-ND6,OGDH,MT-CO2
GO:0016051	carbohydrate biosynthetic process	0.24544280404039823	0.24544280404039823	+1	SLC25A13,CHST15,B3GNT3,GSK3B,PPARGC1A,B3GNT9,PTK2B,PPP1R3F,CSGALNACT1,PC,B4GALT1,INSR,IRS2,AKR1B1
GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	0.24712576982216145	0.24712576982216145	+1	HMOX1,GSK3B,LGALS3,GSTP1,TNFAIP3,ICAM1,ITGAV,SERPINE1
GO:0042632	cholesterol homeostasis	0.24712576982216145	0.24712576982216145	+1	ABCA2,GRAMD1B,ABCA5,EHD1,NPC1,LIMA1,LDLR,LPL
GO:1901654	response to ketone	0.24712576982216145	0.24712576982216145	+1	TGFB2,GOLPH3,GAS6,GNAI1,KLF9,WBP2,ABHD2,TGFBR3
GO:0006757	ATP generation from ADP	0.24712576982216145	0.24712576982216145	+1	PRKAG2,PRKAA2,APP,HK2,PPARA,PFKFB2,FOXK1,INSR
GO:1901570	fatty acid derivative biosynthetic process	0.2480260357850075	0.2480260357850075	+1	PPT2,ELOVL1,PAM,ACSL3,ACSL1,SLC27A2
GO:0001101	response to acid chemical	0.2480260357850075	0.2480260357850075	+1	CAPN2,TMBIM6,SESN1,MEAK7,ATP2B4,CPEB4
GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production	0.2480260357850075	0.2480260357850075	+1	GAS6,SIRPA,GSTP1,ILRUN,TNFAIP3,VSIR
GO:0061462	protein localization to lysosome	0.2480260357850075	0.2480260357850075	+1	M6PR,SCARB2,MEAK7,GLMP,LAMP2,CLU
GO:0010862	positive regulation of pathway-restricted SMAD protein phosphorylation	0.2480260357850075	0.2480260357850075	+1	TGFB2,BMP2,SDCBP,RBPMS,DAB2,GDF15
GO:0070169	positive regulation of biomineral tissue development	0.2480260357850075	0.2480260357850075	+1	ANO6,BMP2,ISG15,RXRA,CCN1,FBN2
GO:0071466	cellular response to xenobiotic stimulus	0.2481809508358136	0.2481809508358136	+1	POR,CYP26B1,GAS6,CYB5B,ABCC3,NQO1,GSTP1,ABCC2,GSTM4,VAV2,PDE2A,TFRC,GSTM3
GO:0033500	carbohydrate homeostasis	0.2481809508358136	0.2481809508358136	+1	PRKAA2,PAX6,PPARGC1A,HK2,GAS6,WFS1,SLC8B1,FOXK1,RAB11FIP5,PDK4,INSR,STAT3,BACE2
GO:0046503	glycerolipid catabolic process	0.2492040104000145	0.2492040104000145	+1	MGLL,PNPLA8,PLA2G15,ABHD12,ABHD2,LDLR,LPL
GO:0002526	acute inflammatory response	0.2492040104000145	0.2492040104000145	+1	ANO6,HLA-E,GSTP1,IL6ST,APOL2,OSMR,PTGES
GO:0009064	glutamine family amino acid metabolic process	0.2492040104000145	0.2492040104000145	+1	SLC39A8,GCLM,DDAH1,ATP2B4,GLS,ASS1,GLUL
GO:0051651	maintenance of location in cell	0.24977846304196302	0.24977846304196302	+1	SYNE1,GOLPH3,HK2,IBTK,FTH1,PTK2B,SLC8B1,KDELR2,UBASH3B,ITPR2,FTL,SUN1,CALR,SCIN,ITPR1,GSN
GO:0035904	aorta development	0.25045376324691154	0.25045376324691154	+1	TGFB2,LRP1,MYLK,PDE2A
GO:0033559	unsaturated fatty acid metabolic process	0.25045376324691154	0.25045376324691154	+1	MGLL,PNPLA8,ELOVL1,ACOX1,FAAH2,ABHD12,GSTP1,PTGR1,PTGES,PTGS1
GO:0032480	negative regulation of type I interferon production	0.25045376324691154	0.25045376324691154	+1	CYLD,RELB,SIRPA,ILRUN
GO:0048710	regulation of astrocyte differentiation	0.25045376324691154	0.25045376324691154	+1	BIN1,BMP2,LDLR
GO:1903672	positive regulation of sprouting angiogenesis	0.25045376324691154	0.25045376324691154	+1	KLF4,ITGA5,JAK1
GO:0042772	DNA damage response, signal transduction resulting in transcription	0.25045376324691154	0.25045376324691154	+1	ZNHIT1,RPS27L,MUC1
GO:0051014	actin filament severing	0.25045376324691154	0.25045376324691154	+1	SVIL,SCIN,GSN
GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	0.25045376324691154	0.25045376324691154	+1	CD47,LIMK1,VAV2,PTPRJ
GO:0036499	PERK-mediated unfolded protein response	0.25045376324691154	0.25045376324691154	+1	EIF2AK3,ABCA7,PPP1R15B
GO:0032148	activation of protein kinase B activity	0.25045376324691154	0.25045376324691154	+1	GAS6,TXN,INSR,WNT5A
GO:0048645	animal organ formation	0.25045376324691154	0.25045376324691154	+1	SOX17,CITED2,BMP2,FOLR1
GO:0051897	positive regulation of protein kinase B signaling	0.25045376324691154	0.25045376324691154	+1	RICTOR,GAS6,TXN,EGFR,PDGFA,INSR,SEMA5A,ITGB1,PTPRJ,GDF15
GO:0032231	regulation of actin filament bundle assembly	0.25045376324691154	0.25045376324691154	+1	WASF2,CD47,LIMCH1,EVL,RHOC,LIMK1,CCN2,PHLDB2,SYNPO
GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	0.25045376324691154	0.25045376324691154	+1	CD47,LIMK1,VAV2,PTPRJ
GO:0007632	visual behavior	0.25045376324691154	0.25045376324691154	+1	ABCA7,APP,DYNLRB1
GO:0009132	nucleoside diphosphate metabolic process	0.25045376324691154	0.25045376324691154	+1	PRKAG2,ENTPD7,PRKAA2,APP,HK2,PPARA,PFKFB2,FOXK1,RRM2B,INSR
GO:0007173	epidermal growth factor receptor signaling pathway	0.25045376324691154	0.25045376324691154	+1	ITGA1,CDH13,PTK6,BCAR3,PTK2B,ERRFI1,EGFR,PTPRJ,MVP,GPRC5A
GO:0098780	response to mitochondrial depolarisation	0.25045376324691154	0.25045376324691154	+1	HK2,OPTN,SQSTM1
GO:0060391	positive regulation of SMAD protein signal transduction	0.25045376324691154	0.25045376324691154	+1	BMP2,RBPMS,DAB2
GO:0010962	regulation of glucan biosynthetic process	0.25045376324691154	0.25045376324691154	+1	GSK3B,PPP1R3F,INSR,IRS2
GO:0010907	positive regulation of glucose metabolic process	0.25045376324691154	0.25045376324691154	+1	PPARGC1A,PMAIP1,INSR,IRS2
GO:0009084	glutamine family amino acid biosynthetic process	0.25045376324691154	0.25045376324691154	+1	GLS,ASS1,GLUL
GO:0005979	regulation of glycogen biosynthetic process	0.25045376324691154	0.25045376324691154	+1	GSK3B,PPP1R3F,INSR,IRS2
GO:0010885	regulation of cholesterol storage	0.25045376324691154	0.25045376324691154	+1	PPARA,EHD1,LPL
GO:0006213	pyrimidine nucleoside metabolic process	0.25045376324691154	0.25045376324691154	+1	CDA,UPP1,TYMP
GO:0060428	lung epithelium development	0.25045376324691154	0.25045376324691154	+1	ERRFI1,WNT7B,RCN3
GO:0002320	lymphoid progenitor cell differentiation	0.25045376324691154	0.25045376324691154	+1	FNIP1,ZNHIT1,PCID2
GO:0003338	metanephros morphogenesis	0.25045376324691154	0.25045376324691154	+1	STAT1,WNT7B,BASP1
GO:0061042	vascular wound healing	0.25045376324691154	0.25045376324691154	+1	GATA2,TNFAIP3,SERPINE1
GO:0099587	inorganic ion import across plasma membrane	0.25045376324691154	0.25045376324691154	+1	ATP1B3,SLC39A8,SLC12A6,CACNA2D1,ATP1A1,CACNA1D,ATP1B1,ATP2B4,SLC12A4,HCN2,SLC12A7
GO:0090288	negative regulation of cellular response to growth factor stimulus	0.25045376324691154	0.25045376324691154	+1	SMURF1,PDCD6,ATP2B4,GPC1,NIBAN2,FSTL3,SULF2,CRIM1,FBN1
GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	0.25045376324691154	0.25045376324691154	+1	ACKR3,CD44,MUC1,CLU
GO:1901797	negative regulation of signal transduction by p53 class mediator	0.25045376324691154	0.25045376324691154	+1	MDM2,CD44,MUC1,PTTG1IP
GO:0008053	mitochondrial fusion	0.25045376324691154	0.25045376324691154	+1	MTCH2,MFF,VAT1,TFRC
GO:0003205	cardiac chamber development	0.25045376324691154	0.25045376324691154	+1	TGFB2,CITED2,BMP2,TBX3,PARVA,TGFBR3,NRP2,ADPRHL1,PDE2A,FOXF1
GO:0030299	intestinal cholesterol absorption	0.25045376324691154	0.25045376324691154	+1	NPC1,LIMA1,LDLR
GO:0098659	inorganic cation import across plasma membrane	0.25045376324691154	0.25045376324691154	+1	ATP1B3,SLC39A8,SLC12A6,CACNA2D1,ATP1A1,CACNA1D,ATP1B1,ATP2B4,SLC12A4,HCN2,SLC12A7
GO:0070536	protein K63-linked deubiquitination	0.25138686259371773	0.25138686259371773	+1	OTUD7A,CYLD,USP9X,YOD1,TNFAIP3
GO:0061900	glial cell activation	0.25138686259371773	0.25138686259371773	+1	APP,LRP1,LDLR,GRN,CLU
GO:0045646	regulation of erythrocyte differentiation	0.25138686259371773	0.25138686259371773	+1	ZFP36L1,STAT5B,STAT1,CDK6,STAT3
GO:2000045	regulation of G1/S transition of mitotic cell cycle	0.2529349761780332	0.2529349761780332	+1	ADAMTS1,MDM2,HYAL1,KLF4,NACC2,PSME1,PLK2,EGFR,RPS27L,MUC1,GPNMB,SMARCA2,CDKN1A
GO:0086001	cardiac muscle cell action potential	0.25445758141848607	0.25445758141848607	+1	JUP,BIN1,CACNA2D1,ATP1A1,CACNA1D,ATP2A2,ATP1B1,HCN2
GO:0140056	organelle localization by membrane tethering	0.25445758141848607	0.25445758141848607	+1	VAMP8,STX11,STX3,EXOC4,ATP2A2,SNAP25,VAMP3,EXOC6B
GO:0055092	sterol homeostasis	0.25445758141848607	0.25445758141848607	+1	ABCA2,GRAMD1B,ABCA5,EHD1,NPC1,LIMA1,LDLR,LPL
GO:0015908	fatty acid transport	0.25445758141848607	0.25445758141848607	+1	SLC25A20,PNPLA8,PPARA,ACSL3,ACSL1,SLC27A2,IRS2,CRABP2
GO:0000302	response to reactive oxygen species	0.25695590100192395	0.25695590100192395	+1	HMOX1,HYAL1,SETX,GPR37,FOS,TXN,EGFR,NQO1,SIRPA,GSTP1,TNFAIP3,STK26
GO:0007030	Golgi organization	0.25729012683630814	0.25729012683630814	+1	SYNE1,RAB1B,TBC1D20,GOLPH3,TMED9,OBSL1,YIPF5,GOLGB1,SEC16A,TMED4,SEC22B,GOLGA2,OPTN,SURF4
GO:0060291	long-term synaptic potentiation	0.25889223238392084	0.25889223238392084	+1	GSK3B,APP,PRKCZ,PTK2B,PLK2,SQSTM1
GO:0055123	digestive system development	0.25889223238392084	0.25889223238392084	+1	TGFB2,GLI3,MEGF8,SOX17,COBL,IL6ST,FOXF1
GO:0000271	polysaccharide biosynthetic process	0.25889223238392084	0.25889223238392084	+1	B3GNT3,GSK3B,B3GNT9,PPP1R3F,CSGALNACT1,INSR,IRS2
GO:0031099	regeneration	0.25889223238392084	0.25889223238392084	+1	DUSP10,RTN4RL2,SULF2,PTGFRN,FOLR1,GRN,CDKN1A
GO:0034605	cellular response to heat	0.25889223238392084	0.25889223238392084	+1	HMOX1,IER5,GSK3B,TCIM,DNAJB6,PDCD6
GO:0001738	morphogenesis of a polarized epithelium	0.25889223238392084	0.25889223238392084	+1	CELSR3,ZDHHC7,SMURF1,LAMA5,DAAM1,WNT5A,DAB2
GO:0055006	cardiac cell development	0.25889223238392084	0.25889223238392084	+1	NEBL,ALPK2,OBSL1,TBX3,TGFBR3,ADPRHL1
GO:0045667	regulation of osteoblast differentiation	0.25889223238392084	0.25889223238392084	+1	WWTR1,NBR1,SMOC1,CCN1,WNT7B,IL6ST,CRIM1,CDK6,FBN2
GO:0042770	signal transduction in response to DNA damage	0.2589396274165505	0.2589396274165505	+1	MDM2,BID,ERCC6,PMAIP1,CD44,ZNHIT1,PARP9,PLK2,PPP1R10,BCL3,DTX3L,RPS27L,MUC1,PTTG1IP,CDKN1A
GO:0032869	cellular response to insulin stimulus	0.2615785071228007	0.2615785071228007	+1	AP3S1,ZDHHC7,TNS2,ZFP36L1,GSK3B,MYO5A,PRKCZ,BCAR3,PTPRE,PDK4,RAB31,INSR,IRS2
GO:0000082	G1/S transition of mitotic cell cycle	0.2615785071228007	0.2615785071228007	+1	ADAMTS1,MDM2,HYAL1,CUL1,KLF4,PPP6C,NACC2,PSME1,PLK2,LATS2,EGFR,RPS27L,MUC1,CDK6,GPNMB,SMARCA2,CDKN1A
GO:0016052	carbohydrate catabolic process	0.26661630851569446	0.26661630851569446	+1	PRKAG2,PRKAA2,SCARB2,PGD,APP,HK2,RB1CC1,PPARA,PFKFB2,NEU1,FOXK1,INSR
GO:0046031	ADP metabolic process	0.2676073360247816	0.2676073360247816	+1	PRKAG2,PRKAA2,APP,HK2,PPARA,PFKFB2,FOXK1,INSR
GO:0072524	pyridine-containing compound metabolic process	0.2676073360247816	0.2676073360247816	+1	PGD,TALDO1,PARP9,PARP10,IDH1,PDXK,PC,NNT
GO:1905897	regulation of response to endoplasmic reticulum stress	0.2676073360247816	0.2676073360247816	+1	EIF2AK3,TMBIM6,DNAJB9,ABCA7,PMAIP1,WFS1,PPP1R15B,CLU
GO:0043523	regulation of neuron apoptotic process	0.2700645671387083	0.2700645671387083	+1	TGFB2,PPARGC1A,CNTFR,SRPK2,PTK2B,WFS1,RETREG1,IL6ST,CPEB4,CRLF1,GRN
GO:0006739	NADP metabolic process	0.2706469963395781	0.2706469963395781	+1	PGD,TALDO1,IDH1,PC,NNT
GO:0006749	glutathione metabolic process	0.2706469963395781	0.2706469963395781	+1	GSTK1,GCLM,GSTP1,GSTM4,GSTM3
GO:0035337	fatty-acyl-CoA metabolic process	0.2706469963395781	0.2706469963395781	+1	PPT2,ELOVL1,ACSL3,ACSL1,SLC27A2
GO:0002889	regulation of immunoglobulin mediated immune response	0.2706469963395781	0.2706469963395781	+1	HLA-E,C4BPB,TFRC,CD55,CD46
GO:0090175	regulation of establishment of planar polarity	0.2706469963395781	0.2706469963395781	+1	CELSR3,SMURF1,DAAM1,WNT5A,DAB2
GO:0030038	contractile actin filament bundle assembly	0.270879129243313	0.270879129243313	+1	WASF2,CD47,LIMCH1,EVL,RHOC,LIMK1,CCN2,PHLDB2,ITGB5
GO:0043149	stress fiber assembly	0.270879129243313	0.270879129243313	+1	WASF2,CD47,LIMCH1,EVL,RHOC,LIMK1,CCN2,PHLDB2,ITGB5
GO:0030833	regulation of actin filament polymerization	0.27101446709867477	0.27101446709867477	+1	WASHC2C,BIN1,PTK2B,EVL,CDC42EP2,SVIL,EPS8,MTPN,SCIN,GSN
GO:0009266	response to temperature stimulus	0.27101446709867477	0.27101446709867477	+1	HMOX1,EIF2AK3,IER5,DNAJB4,GSK3B,TCIM,DNAJB6,PDCD6,METRNL,MICB
GO:0097009	energy homeostasis	0.2718715934786504	0.2718715934786504	+1	PRKAA2,PPARGC1A,METRNL,STAT3
GO:0009187	cyclic nucleotide metabolic process	0.2718715934786504	0.2718715934786504	+1	ADCY9,NPR1,EPHA2,PDE2A
